claim,fact_checker,rating
For the first time in history the North Atlantic is empty of cargo ships in-transit.,Dan Evon,FALSE
Peggy Noonan penned a 'Wall Street Journal' piece lauding Donald Trump.,Kim LaCapria,Incorrectly Attributed
"The remains of more than 250 soldiers were dumped in a landfill between 2004 and 2008, a fact that was ignored by the mainstream media.",Dan Evon,MIXTURE
A Denver man murdered a woman whose behavior was inspired by the #WasteHisTime hashtag on Twitter.,Kim LaCapria,False
,,
"Changes coming to Social Security on 1 May 2016 ""threaten the financial security"" of millions of Americans.",David Mikkelson,MOSTLY FALSE
,,
Donald Trump said that he got more military training at prep school than a lot of people who actually joined the military.,Dan Evon,MOSTLY TRUE
"Pat Robertson claimed David Bowie wasn't dead, but instead that ""demons kidnapped him to entertain them in Hell.""",Kim LaCapria,False
"In 2012, 80% of murders stemmed from otherwise law-abiding citizens involved in interpersonal disputes.",Kim LaCapria,Unproven
Photo depicts the Joint Chiefs of Staff giving President Obama the finger during the State of the Union address.,Kim LaCapria,False
A cannabis drug trial in France led to serious adverse effects in several subjects.,Kim LaCapria,Mostly False
"A man known as ""the booty tickler"" was arrested in Texas.",Dan Evon,FALSE
,,
A billboard in Finland states that it is legal for refugees to rape women.,Dan Evon,FALSE
"Adolf Hitler said that the best way to control a people is to ""take a little of their freedom at a time.""",David Mikkelson,FALSE
"The Clinton Foundation is a tax-free ""international money laundering scheme.""",Kim LaCapria,Research in Progress 
A photograph shows a frozen spider web.,Dan Evon,FALSE
"If a $1.3 billion dollar Powerball jackpot were shared with every American, we'd all get $4 million each.",Kim LaCapria,False
The Florida Powerball winner is a 32-year-old military widow named  Candice Withers.,David Mikkelson,FALSE
"President Obama fired Rear Admiral Rick Williams for ""questioning"" the President's purported recent purchase of a mansion in Dubai.",Kim LaCapria,False
One of the winners who shared the $1.5 billion Powerball jackpot succumbed within days to a cocaine overdose.,David Mikkelson,FALSE
,,
,,
Donald Trump said that he will deport all Nigerians if he gets elected president.,Dan Evon,FALSE
"Donald Trump claimed he could ""stand in the middle of Fifth Avenue and shoot somebody"" and not ""lose any voters.""",Kim LaCapria,True
The city of New York is installing public masturbation booths.,Dan Evon,MOSTLY FALSE
Donald Trump tweeted an image in which he was depicted placing Bernie Sanders into a gas chamber.,Kim LaCapria,Mostly False
,,
A photograph shows Amy Winehouse and Lana Del Rey hanging out together.,Dan Evon,FALSE
Metallica sued an 8th-grade student for drawing the band's logo on his notebook.,Dan Evon,FALSE
KFC and McDonald's are giving away free lifetime passes to Facebook users who like and share a post.,Kim LaCapria,False
"Scientists are stumped by a photograph taken by the Hubble Telescope and some believe it shows ""the gates of heaven.""",Dan Evon,FALSE
"George Zimmerman was found dead in January 2016, several months after a Twitter controversy involving photographs of Trayvon Martin's body.",Kim LaCapria,False
"Richard Gere will make a sequel to ""Pretty Woman"" if his Facebook photo gets more than 1 million likes.",Dan Evon,FALSE
Photograph shows a man caring for an elephant whose mother had been killed by poachers.,David Mikkelson,MISCAPTIONED
Rolling Stones guitarist Keith Richards passed away in January 2016.,Dan Evon,FALSE
Photograph shows a 'Who Wants to Be a Millionaire' contestant being asked to identify the first letter of the alphabet.,Dan Evon,FALSE
"A photograph shows 'The Texas Giants,' four brothers who were all nearly 8 feet tall.",Dan Evon,MIXTURE
"In 1964, Hillary Clinton campaigned and voted for Barry Goldwater, who promised to overturn the Civil Rights Act and ""re-segregate"" America.",David Mikkelson,MIXTURE
"A photograph shows a ""super moon"" resting atop a radio telescope.",David Mikkelson,FALSE
President Obama permitted the first-ever Satanic ceremony at a State Capitol.,Kim LaCapria,Mostly False
,,
"A babysitter in Missouri ate a ""three-month-old toddler"" while she was high on meth.",Kim LaCapria,False
,,
,,
A photograph shows snow-covered palm trees in Saudi Arabia.,David Mikkelson,MISCAPTIONED
The red fox will scream when it finds its perfect mate.,Dan Evon,FALSE
A photograph shows a man standing next to a utility pole that has been buried in 40 feet of snow.,Dan Evon,MIXTURE
"The Internal Revenue Service (IRS) is contacting taxpayers via e-mail to convey important tax return information, complete paperwork for a refund, or request payment on a balance owed.",Kim LaCapria,Scam
,,
A photograph shows a group of American students being forced to pray to Allah at a mosque as part of their Common Core curriculum.,Dan Evon,FALSE
Cosplay has been made illegal in five states.,Kim LaCapria,False
A photograph shows a rare Nagapushpa flower that blooms only once every 36 years.,Dan Evon,FALSE
A group of Trump supporters misspelled the candidate's name on their shirts.,Dan Evon,FALSE
A 17-year-old St. Cloud boy argued with a Muslim woman over his cross necklace at a Walmart or Scheels store.,Kim LaCapria,False
,,
The animated show Darkwing Duck will return to television in 2018.,Dan Evon,FALSE
"A photograph shows Bernie Sanders at a 1965 civil rights march with Martin Luther King, Jr.",Dan Evon,FALSE
Ten percent of college grads surveyed indicated Judge Judy was a Supreme Court justice.,Kim LaCapria,Mostly False
Some or all of the proceeds of Girl Scout Cookies are disbursed to Planned Parenthood.,Kim LaCapria,False
Muppet drummer Animal passed away at 66.,Dan Evon,FALSE
A photograph shows Abraham posing with author Edgar Allan Poe.,David Mikkelson,FALSE
A photograph shows Arnold Schwarzenegger's first day in New York.,Dan Evon,MISCAPTIONED
"The CDC linked a parasitic worm outbreak to the use of ""worm filler"" in McDonald's beef patties.",Kim LaCapria,False
Donald Trump's spokeswoman Katrina Pierson called President Obama the 'head negro in charge.',Dan Evon,MIXTURE
Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.,Kim LaCapria,Mostly False
A photograph shows the Vatican Women's Rifle Team.,Dan Evon,MISCAPTIONED
,,
A candidate named Vermin Supreme is running for President in 2016 on a platform of free ponies for everyone.,Kim LaCapria,Mixture
,,
Drivers should be on the lookout for face-slashing car thieves posing as individuals seeking directions.,Kim LaCapria,False
A photograph shows a JetBlue airliner buried in snow.,Dan Evon,MISCAPTIONED
"Residents of Flint, Michigan have been threatened by CPS with removal of their children if they refuse to pay for contaminated water.",Kim LaCapria,False
Donald Trump has been banned from entering Canada.,Dan Evon,FALSE
"Left-handed people are now eligible for disability benefits under the ""Justice for Dexterously Challenged Act.""",Kim LaCapria,False
,,
"A Saudi billionaire purchased Buford, Wyoming and is planning on constructing a western Mecca.",Dan Evon,FALSE
Sheriff Joe Arpaio has been named as Donald Trump's running mate.,Dan Evon,FALSE
President Obama has signed as executive order limiting Americans to ownership of three guns each.,David Mikkelson,FALSE
Muslims were banned from immigrating to the United States in 1952 under the provisions of the Immigration and Nationality Act.,Kim LaCapria,False
"Delta Air Lines Delta is giving away free boxes with first-class air travel tickets and $10,000 in cash to those who follow online links.",David Mikkelson,FALSE
A column written by Clinton adviser-turned-opponent Dick Morris pointed out details elided in a 2007 Hillary Clinton campaign ad narrated by President Bill Clinton.,David Mikkelson,Mixture
'Making a Murderer' subject Steven Avery was found unresponsive in his prison cell.,David Mikkelson,FALSE
"Due to a shortage or men, the Eritrean government has made it mandatory for men to take at least two wives.",Dan Evon,FALSE
Facebook has banned the sale of firearms,Dan Evon,TRUE
A photograph shows Donald Trump's father posing with Chinese revolutionary Mao Zedong.,Dan Evon,FALSE
Only female senators showed up for work in Congress following Snowstorm Jonas.,Dan Evon,MOSTLY TRUE
Black lawn jockey figures were used to aid escaping slaves on the Underground Railroad.,Dan Evon,UNPROVEN
"A New York artist named Lana Newstrom creates and sells ""invisible art.""",David Mikkelson,FALSE
A series of photographs shows  frozen waves off the coast of Nantucket.,Dan Evon,TRUE
A recent uptick in Zika virus infections is linked to the introduction of a genetically modified mosquito farm in Brazil in 2012.,Kim LaCapria,UNPROVEN
Recipients of food stamps or welfare are required to have a RFID chip.,Kim LaCapria,False
"Residents of Flint, Michigan, are legally prohibited from selling their homes and moving away due to the ongoing water crisis.",Kim LaCapria,False
"The ""Be Like Bill"" Facebook craze exposes users to malware and/or was borne of nefarious intent.",Kim LaCapria,false
A photograph shows a lake that resembles a Teletubby character.,Dan Evon,FALSE
The donations raised during a benefit event for veterans went to Donald J. Trump's personal foundation instead of veteran charities.,Dan Evon,MIXTURE
"An association of pediatricians ""admitted"" that HPV vaccine Gardasil causes ovarian ""failure"" or cancer.",Kim LaCapria,False
Hooters Restaurants are offering a special deal to customers who bring in photographs of their exes on Valentine's Day.,Dan Evon,TRUE
Mexican citizens are required to have government-issued photo ID cards in order to vote in federal elections.,David Mikkelson,TRUE
